"Title","word","lemma"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","history","history"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","repeated","repeat"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","occupied","occupy"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","west","west"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","bank","bank"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","tens","ten"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","thousands","thousand"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","killed","kill"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","aid","aid"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","blockade","blockade"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","threatens","threaten"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","famine","famine"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israeli","israeli"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","leaders","leader"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","continue","continue"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","express","express"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","desire","desire"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","empty","empty"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","territory","territory"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinians","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","war","war"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sparked","spark"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","october","october"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","attack","attack"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","history","history"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","indelible","indelible"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","justice","justice"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","time","time"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","bound","bind"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abbas"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","speech","speech"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","read","read"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","ambassador","ambassador"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","riyad","riyad"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","mansour","mansour"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","stand","stand"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","commemorate","commemorate"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sombre","sombre"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","anniversary","anniversary"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","renew","renew"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","pledge","pledge"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","nakba","nakba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","permanent","permanent"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","inevitable","inevitable"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","faith","faith"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","people","people"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abbas"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","war","war"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israel","israel"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","waging","wage"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","month","month"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","continuation","continuation"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","nakba","nakba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","world","world"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","standing","stand"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israel","israel"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","engages","engage"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","genocide","genocide"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","starvation","starvation"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","goal","goal"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","remove","remove"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinians","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","steal","steal"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","land","land"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sovereign","sovereign"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","time","time"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","real","real"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","effective","effective"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","international","international"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","action","action"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","stop","stop"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","historic","historic"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","injustice","injustice"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","ongoing","ongoing"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","tragedy","tragedy"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","disgrace","disgrace"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","humanity","humanity"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abbas"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","assembly","assembly"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","scheduled","schedule"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","hold","hold"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","conference","conference"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","june","june"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","promote","promote"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","solution","solution"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israeli","israeli"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","conflict","conflict"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sponsored","sponsor"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","france","france"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","saudi","saudi"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","arabia","arabia"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","peace","peace"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","require","require"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","tangible","tangible"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","irreversible","irreversible"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","permanent","permanent"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","progress","progress"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","solution","solution"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","occupation","occupation"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","establishment","establishment"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","independent","independent"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","integral","integral"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","khaled","khaled"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","khiari","khiari"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","assistant","assistant"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","secretary","secretary"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","middle","middle"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","east","east"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","asia","asia"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","pacific","pacific"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","launched","launch"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","intensified","intensify"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","offensive","offensive"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aimed","aim"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defeat","defeat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hamas"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rescuers","rescuer"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","palestinian","palestinian"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","territory","territory"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reporting","report"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","killed","kill"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israeli","israeli"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stepped","step"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","campaign","campaign"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","amid","amid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","growing","grow"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","international","international"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","concern","concern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","humanitarian","humanitarian"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","conditions","condition"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israeli","israeli"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aid","aid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blockade","blockade"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","wore","wear"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","round","round"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","indirect","indirect"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","negotiations","negotiation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hamas"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","underway","underway"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","doha","doha"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","military","military"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","operation","operation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","marked","mark"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","expansion","expansion"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","battle","battle"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strip","strip"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","goal","goal"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","achieving","achieve"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","objectives","objective"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","including","include"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","release","release"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","abducted","abduct"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defeat","defeat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hamas"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","chief","chief"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","antonio","antonio"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","guterres","guterres"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","addressing","address"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","arab","arab"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","league","league"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","summit","summit"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","baghdad","baghdad"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","alarmed","alarm"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","escalation","escalation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","called","call"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","permanent","permanent"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","ceasefire","ceasefire"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","final","final"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","statement","statement"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","urged","urge"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","international","international"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","community","community"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","exert","exert"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","pressure","pressure"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","bloodshed","bloodshed"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aid","aid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","civil","civil"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defence","defence"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","agency","agency"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deaths","death"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","recorded","record"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","half","half"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","women","woman"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","children","child"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","spokesman","spokesman"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","mahmud","mahmud"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","bassal","bassal"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","told","tell"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","afp","afp"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","people","people"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","buried","bury"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rubble","rubble"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reports","report"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deaths","death"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","injuries","injury"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rescuers","rescuer"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","unable","unable"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reach","reach"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","due","due"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","ongoing","ongoing"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shelling","shell"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deir","deir"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","el","el"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","balah","balah"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","displaced","displace"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gazans","gazans"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","sifted","sift"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","belongings","belonging"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stained","stain"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blood","blood"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","salvaged","salvage"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","overnight","overnight"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hit","hit"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","tents","tent"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","woke","wake"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","half","half"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","past","past"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","morning","morning"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","sound","sound"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","loud","loud"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","explosion","explosion"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shook","shake"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","entire","entire"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","umm","umm"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","fadi","fadi"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","quzaat","quzaat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blood","blood"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","body","body"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","italy","italy"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","urged","urge"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stop","stop"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","germany","germany"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deeply","deeply"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","concerned","concern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","european","european"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","council","council"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","president","president"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","antonio","antonio"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","costa","costa"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shocked","shock"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","news","news"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","resumed","resume"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","operations","operation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","territory","territory"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","march","march"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","month","month"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","truce","truce"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","war","war"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","thousands","thousand"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","protested","protest"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","london","london"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","war","war"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","situation","situation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","demonstrator","demonstrator"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","laurens","laurens"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","adding","add"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","organisations","organisation"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","agencies","agency"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","talking","talk"
