"Title","Paragraph"
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","UN special rapporteur for the Palestinian territories Francesca Albanese, accused Israel of ""killing what's left of Humanity""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","AFPTV footage from the aftermath of a strike on Deir al-Balah in the centre of the territory showed flattened buildings and piles of concrete rubble."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","""We pray for this war to end, and we appeal to all international institutions to end the war because enough is enough,"" said Gaza resident Maher Ghanem, his arm in a sling. "
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","Following the latest deaths, Hamas called on the international community to hold Israel to account for what it described as a ""barbaric escalation""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","Israel says its aid stoppage and military pressure are meant to force Hamas to free the remaining hostages seized during the October 2023 attack that triggered the war."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","But senior Hamas official Basem Naim said the entry of aid into Gaza was ""the minimum requirement for a conducive and constructive negotiation environment""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","""Access to food, water, and medicine is a fundamental human right -- not a subject for negotiation,"" he added."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","The Gaza Humanitarian Foundation, a US-supported NGO, said it would begin distributing humanitarian aid in Gaza this month after talks with Israeli officials."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","But the United Nations on Thursday ruled out involvement with the initiative."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","""As we've stated repeatedly, this particular distribution plan does not accord with our basic principles, including those of impartiality, neutrality, independence, and we will not be participating in this,"" UN spokesman Farhan Haq said."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","US Secretary of State Marco Rubio acknowledged the criticism of the plan and said Washington was ""open to an alternative if someone has a better one""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","Trump said he wanted the United States to ""get involved"" in Gaza."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","""I have concepts for Gaza that I think are very good... let the United States get involved and make it just a freedom zone,"" he said on the Qatar leg of a Gulf tour, adding he would be ""proud to have the United States have it, take it, make it a freedom zone""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","The comments echoed a widely condemned idea he floated in February for the United States to ""take over"" the devastated territory and redevelop it into ""the Riviera of the Middle East""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","Hamas official Naim said ""Gaza is an integral part of Palestinian land -- it is not real estate for sale on the open market""."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","The United Nations estimates that 70 per cent of Gaza is now either an Israeli-declared no-go zone or under evacuation order."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","The health ministry in the Hamas-run territory said 2,876 people have been killed since Israel resumed strikes on 18 March, taking the war's overall toll to 53,010."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","The Hamas attack resulted in the deaths of 1,218 people on the Israeli side, mostly civilians, according to an AFP tally based on official figures."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","Of the 251 hostages taken during the attack, 57 remain in Gaza, including 34 the military says are dead. "
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","In the occupied West Bank, meanwhile, raids were ongoing and roads blocked after Israel's military chief vowed to find the perpetrators of an attack that killed a pregnant Israeli woman."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","WhatsApp groups for Israeli settlers in the territory were rife with calls for vengeance in retaliation for the attack."
"Gaza strikes kill 120 as Hamas says aid entry 'minimum requirement' for talks | Prothom Alo","In the northern village of Tammun, Israeli troops killed five Palestinians in a raid the military described as targeting buildings suspected of being used to plan attacks."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","The leaders of Britain, France and Canada issued a harsh condemnation of Israel’s conduct of the war, slamming its “egregious actions” in Gaza, particularly the expanded offensive and the “wholly inadequate” resumption of aid."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israel said Monday it would “take control” of the whole of Gaza as it intensified attacks across the territory, where aid trickled in for the first time in over two months after the easing of a total blockade."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","With supply shipments blocked by Israel since 2 March, the World Health Organization warned Gaza’s “two million people are starving”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israel, facing mounting criticism over the humanitarian crisis, announced it would let limited aid into Gaza and said the first five trucks entered Monday carrying supplies “including food for babies”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","UN humanitarian chief Tom Fletcher said in a statement that nine trucks had been “cleared to enter... but it is a drop in the ocean of what is urgently needed”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","UN spokesman Stephane Dujarric, who was unable to confirm the number of trucks inside Gaza, said that “none of the aid has been picked up” at a designated zone as it was “already dark” and due to “security concerns, we cannot operate in those conditions”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Prime Minister Benjamin Netanyahu said aid had resumed because “images of mass starvation” could harm the legitimacy of Israel’s war effort."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","The leaders of Britain, France and Canada issued a harsh condemnation of Israel’s conduct of the war, slamming its “egregious actions” in Gaza, particularly the expanded offensive and the “wholly inadequate” resumption of aid."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","They warned of “concrete actions” if Israel did not ease its stepped up offensive. Netanyahu called their joint statement a “huge prize” for Hamas."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","A group of 22 countries, including France, Britain, Canada, Japan and Australia said in a joint statement that Gaza’s population “faces starvation” and “must receive the aid they desperately need”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","In southern Gaza, the Israeli military issued an evacuation call to Palestinians around Khan Yunis city ahead of what it described as an “unprecedented attack”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Gaza’s civil defence agency said 91 people were killed in Israeli attacks across the territory on Monday."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Netanyahu, in a video posted on Telegram, said that “the fighting is intense and we are making progress”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","“We will take control of all the territory of the strip,” he added."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israel’s military said on Monday it had struck “160 terror targets” in Gaza over the past day."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","The UN’s OHCHR rights office said Israel’s actions were “in defiance of international law and tantamount to ethnic cleansing”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Netanyahu said that Israel “will not give up. But in order to succeed, we must act in a way that cannot be stopped”, justifying to his hardline supporters the decision to resume aid."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israel has said its blockade aimed to force concessions from Hamas -- whose October 2023 attack triggered the war -- but UN agencies say there are critical shortages of food, clean water, fuel and medicines."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","“Tonnes of food is blocked at the border, just minutes away,” World Health Organization chief Tedros Adhanom Ghebreyesus said."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","“The risk of famine in Gaza is increasing with the deliberate withholding of humanitarian aid.”"
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Last week US President Donald Trump, a key ally of Netanyahu, acknowledged that “a lot of people are starving”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israel’s far-right National Security Minister Itamar Ben Gvir argued against any resumption of aid, saying on X that “our hostages receive no humanitarian aid”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","But Finance Minister Bezalel Smotrich, also of the far right, defended the decision, saying it would “allow civilians to eat and our friends in the world to keep giving us diplomatic protection”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Khan Yunis resident Mohammed Sarhan told AFP that Gaza’s main southern city “felt like the apocalypse”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","“There was gunfire coming from every apartment, fire belts, F-16 warplanes and helicopters firing,” he said."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Israeli military spokesman Avichay Adraee called on Gazans in the city and nearby areas to “immediately” leave the “dangerous combat zone”."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","AFPTV footage from Khan Yunis’s Nasser Hospital showed a young boy in a tracksuit being treated as two other boys, both barefoot and bleeding, sat on the floor."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Further north in Deir el-Balah, Ayman Badwan mourned the loss of his brother in an attack."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","“We are exhausted and drained -- we can’t take it anymore,” he told AFP."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Hamas’s October 2023 attack on southern Israel resulted in the deaths of 1,218 people, mostly civilians, according to an AFP tally based on official figures."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Militants also took 251 hostages, 57 of whom remain in Gaza including 34 the military says are dead."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","Gaza’s health ministry said Monday at least 3,340 people have been killed since Israel resumed strikes on 18 March, taking the war’s overall toll to 53,486."
"Israel PM vows to ‘take control of all’ of Gaza | Prothom Alo","With negotiators meeting in Qatar in recent days, Netanyahu has signalled that Israel was open to a deal that would include “ending the fighting”, with all hostages released, Hamas leaders exiled and Gaza disarmed."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","The Israeli military said Sunday it had intercepted a missile fired from Yemen, where Huthi rebels have been launching strikes on Israel during its war against Hamas."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","“Following the sirens that sounded a short while ago in several areas in Israel, a missile that was launched from Yemen was intercepted,” the Israeli army said in a Telegram post."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","The Huthis have regularly fired missiles and drones at Israel since the war in Gaza broke out in October 2023, following an attack on Israel by the Huthis’ Palestinian ally Hamas."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","On Friday, Israel bombed the Huthi-held Red Sea ports of Hodeida and Salif following three missile attacks in as many days. It threatened to target the Huthi leadership if the attacks continued."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","The Huthi administration said the strikes “will be met with a painful response”, according to the Huthi-run Saba news agency."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","The Huthis, who control swathes of Yemen, have launched missiles and drones targeting Israel and Red Sea shipping throughout the Gaza war, saying they act in solidarity with Palestinians."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","Their firing on the shipping route drew retaliatory strikes by the United States."
"Israeli army says intercepted missile fired from Yemen | Prothom Alo","However in early May, the United States sealed a ceasefire with the Huthis that did not include Israel."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","More than 295 million people faced acute hunger last year, a new high driven by conflict along with other crises -- and the outlook is ""bleak"" for 2025 as humanitarian aid falters, a UN-backed report said Friday."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","It was the sixth consecutive annual increase in the number of people hit with ""high levels"" of acute food insecurity, according to the Global Report on Food Crises."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","A total of 295.3 million people endured acute hunger last year -- almost a quarter of the population in 53 of the 65 countries analysed for the report."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","This was up from 281.6 million people in 2023, according to the report, which is drafted by a consortium of international organisations and NGOs."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","The number of people facing famine reached 1.9 million, more than double from the previous year, according to the report."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","A food security monitor warned on Monday that Gaza was at a ""critical risk of famine"" after more than two months of an Israeli aid blockade."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","""From Gaza and Sudan, to Yemen and Mali, catastrophic hunger driven by conflict and other factors is hitting record highs, pushing households to the edge of starvation,"" UN Secretary-General Antonio Guterres said in the report."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","""The message is stark. Hunger and malnutrition are spreading faster than our ability to respond, yet globally, a third of all food produced is lost or wasted,"" he said."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","Conflict and violence were the primary drivers in 20 countries and territories, where 140 million people faced acute hunger, the report found."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","Extreme weather was to blame in 18 countries and ""economic shocks"" in 15 nations, together affecting a total of 155 million people."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","The deteriorating situations in Gaza, Myanmar and Sudan outweighed improvements in Afghanistan and Kenya. "
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","The report warned that the outlook was ""bleak"" for 2025 as as major donor countries have substantially reduced humanitarian funding."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","""This is more than a failure of systems -- it is a failure of humanity,"" Guterres said."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","""Hunger in the 21st century is indefensible. We cannot respond to empty stomachs with empty hands and turned backs,"" he said."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","The ""abrupt termination"" of funding in 2025 has disrupted humanitarian operations in Afghanistan, the Democratic Republic of Congo, Ethiopia, Haiti, South Sudan, Sudan and Yemen, the report said."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","Funding to humanitarian food sectors is projected to sink by up to 45 per cent, it said."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","US President Donald Trump's administration has dramatically cut foreign aid spending, but other countries have also reduced their contributions."
"Global acute hunger hits new high, 2025 outlook 'bleak': UN-backed report | Prothom Alo","The report added that ""economic shocks"" are likely to be a major driver of acute food insecurity as the global economy faces ""high uncertainty"" due to US tariffs and a weaker US dollar."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","Palestinian president Mahmud Abbas, at a UN event Thursday commemorating the “Nakba,” urged more action to end the war in Gaza, linking the historical displacement during Israel’s creation to the current conflict."
