"Title","word","stemmed"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","bound","bound"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","speech","speech"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","read","read"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","ambassador","ambassador"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","riyad","riyad"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","mansour","mansour"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","stand","stand"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","commemorate","commemor"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sombre","sombr"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","anniversary","anniversari"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","renew","renew"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","pledge","pledg"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","nakba","nakba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","permanent","perman"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","inevitable","inevit"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","faith","faith"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","people","peopl"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","war","war"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israel","israel"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","waging","wage"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","month","month"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","continuation","continu"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","nakba","nakba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","world","world"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","standing","stand"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israel","israel"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","engages","engag"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","genocide","genocid"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","starvation","starvat"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","goal","goal"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","remove","remov"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinians","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","steal","steal"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","land","land"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sovereign","sovereign"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","time","time"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","real","real"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","effective","effect"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","international","intern"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","action","action"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","stop","stop"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","historic","histor"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","injustice","injustic"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","ongoing","ongo"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","tragedy","tragedi"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","disgrace","disgrac"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","humanity","human"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","abbas","abba"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","assembly","assembl"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","scheduled","schedul"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","hold","hold"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","conference","confer"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","june","june"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","promote","promot"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","solution","solut"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","israeli","isra"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","conflict","conflict"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","sponsored","sponsor"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","france","franc"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","saudi","saudi"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","arabia","arabia"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","peace","peac"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","require","requir"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","tangible","tangibl"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","irreversible","irrevers"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","permanent","perman"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","progress","progress"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","solution","solut"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","occupation","occup"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","establishment","establish"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","independent","independ"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","palestinian","palestinian"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","gaza","gaza"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","integral","integr"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","khaled","khale"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","khiari","khiari"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","assistant","assist"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","secretary","secretari"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","middle","middl"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","east","east"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","asia","asia"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","pacific","pacif"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","launched","launch"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","intensified","intensifi"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","offensive","offens"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aimed","aim"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defeat","defeat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hama"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rescuers","rescuer"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","palestinian","palestinian"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","territory","territori"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reporting","report"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","killed","kill"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israeli","isra"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stepped","step"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","campaign","campaign"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","amid","amid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","growing","grow"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","international","intern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","concern","concern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","humanitarian","humanitarian"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","conditions","condit"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israeli","isra"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aid","aid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blockade","blockad"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","wore","wore"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","round","round"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","indirect","indirect"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","negotiations","negoti"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hama"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","underway","underway"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","doha","doha"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","military","militari"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","operation","oper"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","marked","mark"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","expansion","expans"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","battle","battl"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strip","strip"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","goal","goal"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","achieving","achiev"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","objectives","object"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","including","includ"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","release","releas"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","abducted","abduct"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defeat","defeat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hamas","hama"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","chief","chief"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","antonio","antonio"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","guterres","guterr"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","addressing","address"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","arab","arab"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","league","leagu"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","summit","summit"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","baghdad","baghdad"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","alarmed","alarm"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","escalation","escal"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","called","call"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","permanent","perman"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","ceasefire","ceasefir"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","final","final"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","statement","statement"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","urged","urg"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","international","intern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","community","communiti"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","exert","exert"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","pressure","pressur"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","bloodshed","bloodsh"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","aid","aid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","civil","civil"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","defence","defenc"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","agency","agenc"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deaths","death"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","recorded","record"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","half","half"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","women","women"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","children","children"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","spokesman","spokesman"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","mahmud","mahmud"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","bassal","bassal"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","told","told"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","afp","afp"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","people","peopl"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","buried","buri"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rubble","rubbl"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reports","report"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deaths","death"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","injuries","injuri"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","rescuers","rescuer"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","unable","unabl"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","reach","reach"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","due","due"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","ongoing","ongo"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shelling","shell"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deir","deir"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","el","el"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","balah","balah"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","displaced","displac"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gazans","gazan"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","sifted","sift"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","belongings","belong"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stained","stain"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blood","blood"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","salvaged","salvag"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","overnight","overnight"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","hit","hit"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","tents","tent"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","woke","woke"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","half","half"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","past","past"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","morning","morn"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","sound","sound"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","loud","loud"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","explosion","explos"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shook","shook"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","entire","entir"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","umm","umm"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","fadi","fadi"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","quzaat","quzaat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","blood","blood"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","body","bodi"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","italy","itali"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","urged","urg"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","stop","stop"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","strikes","strike"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","germany","germani"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","deeply","deepli"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","concerned","concern"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","european","european"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","council","council"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","president","presid"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","antonio","antonio"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","costa","costa"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","shocked","shock"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","news","news"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","israel","israel"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","resumed","resum"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","operations","oper"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","territory","territori"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","march","march"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","month","month"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","truce","truce"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","war","war"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","thousands","thousand"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","protested","protest"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","london","london"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","saturday","saturday"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","war","war"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","situation","situat"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","gaza","gaza"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","worsening","worsen"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","demonstrator","demonstr"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","laurens","lauren"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","adding","ad"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","organisations","organis"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","agencies","agenc"
"At least 32 killed as Israel launches expanded Gaza offensive | Prothom Alo","talking","talk"
